USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  24160 14420 ?        Ss   17:59   0:01 /sbin/init splash
kali        2792  4.3  6.9 1461513412 517792 ?   Sl   18:01   2:48 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=122980303 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root        3001  0.0  0.0      0     0 ?        I<   18:01   0:00 [kworker/u28:14-rtw_tx_wq]
kali        3446  1.3  4.8 1461521624 360692 ?   Sl   18:02   0:50 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=44 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=190414523 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root        5539  0.0  0.0      0     0 ?        I    18:05   0:00 [kworker/1:0-events]
root        6862  0.0  0.0      0     0 ?        I<   18:07   0:00 [kworker/u28:9-ttm]
root        6863  0.0  0.0      0     0 ?        I<   18:07   0:00 [kworker/u28:12-ttm]
root        6864  0.0  0.0      0     0 ?        I<   18:07   0:00 [kworker/u28:13-ttm]
root        8042  0.0  0.0      0     0 ?        I<   18:09   0:00 [kworker/u28:15-ttm]
root        8044  0.1  0.0      0     0 ?        I    18:09   0:05 [kworker/u24:0-gfx]
root        8167  0.0  0.0      0     0 ?        I<   18:10   0:00 [kworker/u29:14-ttm]
root        8490  0.0  0.0      0     0 ?        I    18:10   0:01 [kworker/u25:0-writeback]
kali       10067  0.1  1.9 1461462876 142492 ?   Sl   18:13   0:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=67 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=887654562 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root       13130  0.0  0.0      0     0 ?        I<   18:18   0:00 [kworker/u28:4-ttm]
root       13131  0.0  0.0      0     0 ?        I<   18:18   0:00 [kworker/u28:10-ttm]
kali       19193  0.4  0.8 726688 64348 ?        Sl   18:30   0:09 /usr/bin/qterminal
kali       19200  0.5  0.1  11788  7776 pts/2    Ss   18:30   0:12 /usr/bin/zsh
root       19860  0.0  0.0      0     0 ?        I<   18:31   0:00 [kworker/u28:2-ttm]
kali       19910  3.6  4.8 1461517004 361544 ?   Sl   18:31   1:14 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=105 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=1929853542 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root       20190  0.0  0.0      0     0 ?        I<   18:31   0:00 [kworker/u29:9-ttm]
root       21648  0.0  0.0      0     0 ?        I    18:34   0:00 [kworker/3:1-events]
root       21660  0.0  0.0      0     0 ?        I    18:34   0:00 [kworker/5:1-events]
root       23074  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u28:1-ttm]
root       23075  0.0  0.0      0     0 ?        I<   18:36   0:00 [kworker/u28:3-ttm]
root       23490  0.0  0.0      0     0 ?        I    18:37   0:00 [kworker/u26:1-events_unbound]
root       24422  0.0  0.0      0     0 ?        I    18:39   0:00 [kworker/4:2]
root       24768  0.0  0.0      0     0 ?        I<   18:40   0:00 [kworker/u29:6-ttm]
root       24769  0.0  0.0      0     0 ?        I<   18:40   0:00 [kworker/u29:13-ttm]
root       25872  0.0  0.0      0     0 ?        I    18:42   0:01 [kworker/u25:2-events_unbound]
root       27831  0.2  0.0      0     0 ?        I    18:45   0:02 [kworker/u24:1-comp_1.3.0]
root       28742  0.0  0.0      0     0 ?        I    18:47   0:00 [kworker/u25:1-flush-259:0]
root       29419  0.0  0.0      0     0 ?        D    18:48   0:00 [kworker/u26:0+events_unbound]
root       30358  0.0  0.0      0     0 ?        I<   18:50   0:00 [kworker/u28:5-ttm]
kali       30412 25.8  5.4 1459787324 404808 ?   Sl   18:50   3:46 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=142 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3080463388 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
kali       30442  0.0  1.0 1459714816 75548 ?    Sl   18:50   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=144 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3081455836 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root       30542  0.0  0.0      0     0 ?        I<   18:50   0:00 [kworker/u29:3-ttm]
root       30544  0.0  0.0      0     0 ?        I<   18:50   0:00 [kworker/u29:5-ttm]
root       31176  0.0  0.0      0     0 ?        I    18:51   0:00 [kworker/1:1]
root       31185  0.0  0.0      0     0 ?        I    18:51   0:00 [kworker/2:1]
root       31968  0.0  0.0      0     0 ?        I<   18:53   0:00 [kworker/u29:7-ttm]
root       32410  0.0  0.0      0     0 ?        I<   18:53   0:00 [kworker/u29:8-ttm]
root       32411  0.0  0.0      0     0 ?        I<   18:53   0:00 [kworker/u29:10-ttm]
root       32413  0.0  0.0      0     0 ?        I    18:53   0:00 [kworker/u26:2-kvfree_rcu_reclaim]
root       32587  0.0  0.0      0     0 ?        I<   18:54   0:00 [kworker/u29:12-ttm]
root       32588  0.0  0.0      0     0 ?        I<   18:54   0:00 [kworker/u29:15-ttm]
root       32662  0.0  0.0      0     0 ?        I<   18:54   0:00 [kworker/u28:6-ttm]
root       32663  0.0  0.0      0     0 ?        I<   18:54   0:00 [kworker/u28:7-ttm]
root       32907  0.0  0.0      0     0 ?        I    18:54   0:00 [kworker/5:0]
root       33471  0.2  0.0      0     0 ?        I    18:55   0:01 [kworker/u24:3-comp_1.0.1]
root       34863  0.0  0.0      0     0 ?        I    18:58   0:00 [kworker/0:1]
root       35017  0.0  0.0      0     0 ?        I    18:58   0:00 [kworker/2:0-mm_percpu_wq]
kali       36001  0.0  0.0 307748  6456 ?        Ssl  19:00   0:00 /usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd
root       36032  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/u25:3-events_unbound]
root       36201  0.0  0.0      0     0 ?        I    19:01   0:00 [kworker/u26:3-kvfree_rcu_reclaim]
root       36298  0.2  0.0      0     0 ?        I    19:01   0:00 [kworker/u24:2-comp_1.2.0]
kali       38359  0.1  1.3 1461426948 99644 ?    Sl   19:04   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=172 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3931215185 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
kali       38363  0.1  1.3 1461426948 97880 ?    Sl   19:04   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=173 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3931221578 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
kali       38368  0.2  1.6 1461427076 120752 ?   Sl   19:04   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=174 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3931225991 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
kali       38389  0.0  1.2 1461435144 95288 ?    Sl   19:04   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1891 --enable-crash-reporter=, --extension-process --change-stack-guard-on-fork=enable --lang=es-419 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=175 --time-ticks-at-unix-epoch=-1746658743047573 --launch-time-ticks=3931248085 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7417401407181935316,6543924232452387328,262144 --variations-seed-version=20250506-050110.590000
root       38416  0.0  0.0      0     0 ?        I<   19:04   0:00 [kworker/u29:0-ttm]
root       38417  0.0  0.0      0     0 ?        I<   19:04   0:00 [kworker/u29:1-rtw_tx_wq]
root       38418  0.0  0.0      0     0 ?        I<   19:04   0:00 [kworker/u29:2]
kali       38607  0.0  0.0   9792  4448 pts/2    R+   19:04   0:00 ps aux
